지점,지점명,일시,1.5M 정시 습도(%),10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),1.5M 정시 기온(°C),1.5M 정시 풍속(m/s),정시 지면온도(°C),정시 초상온도(°C),1.5M 정시 지중온도(°C),정시 누적 순복사(MJ/m2),정시 누적 전천복사(MJ/m2),정시 누적 반사복사(MJ/m2),정시 조도(10lux),정시 지하수위(cm),rain_mm
119,수원(농),2024-01-09 06:00:00,61.6,35.9,26.3,35.8,37.0,-1.2,,-1.1,-1.6,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 07:00:00,72.2,35.8,26.3,36.2,35.8,-1.5,,-1.1,-2.0,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 08:00:00,70.9,36.1,25.8,35.8,35.1,-1.1,,-1.0,-1.5,8.2,,,,,,3.0
119,수원(농),2024-01-09 09:00:00,72.4,35.9,26.0,36.0,34.6,-0.8,,-0.8,-1.1,8.2,,,,,,3.0
119,수원(농),2024-01-09 10:00:00,85.7,35.6,26.0,35.6,34.2,-0.8,,-0.5,-0.2,8.2,,,,,,3.0
119,수원(농),2024-01-09 11:00:00,86.4,36.3,26.2,36.0,32.2,-0.5,,-0.3,0.5,8.2,,,,,,3.0
119,수원(농),2024-01-09 12:00:00,89.4,36.2,25.7,36.4,29.0,-0.6,,-0.3,-0.2,8.2,,,,,,3.0
119,수원(농),2024-01-09 13:00:00,91.7,35.9,25.9,36.1,28.3,-0.2,,-0.3,0.4,8.2,,,,,,3.0
119,수원(농),2024-01-09 14:00:00,92.7,36.5,25.7,36.6,27.8,0.0,,-0.3,0.3,8.2,,,,,,3.0
119,수원(농),2024-01-09 15:00:00,94.4,36.3,26.2,36.5,27.6,0.1,,-0.3,0.4,8.2,,,,,,3.0
119,수원(농),2024-01-09 16:00:00,94.0,36.2,25.8,35.9,27.0,0.2,,-0.3,0.2,8.2,,,,,,3.0
119,수원(농),2024-01-09 17:00:00,95.4,36.0,25.8,35.8,26.0,0.3,,-0.3,-0.2,8.2,,,,,,3.0
119,수원(농),2024-01-09 18:00:00,96.3,36.2,25.8,35.9,26.2,0.3,,-0.3,-0.2,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 19:00:00,97.1,36.3,26.0,36.0,25.7,0.4,,-0.3,-0.2,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 20:00:00,96.8,36.4,26.3,36.3,26.1,0.3,,-0.3,-0.3,8.1,,100.0,,,,3.0
119,수원(농),2024-01-09 21:00:00,97.3,36.4,25.9,35.9,25.2,0.3,,-0.3,-0.3,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 22:00:00,97.2,36.3,26.0,36.3,24.8,0.4,,-0.3,-0.3,8.2,,100.0,,,,3.0
119,수원(농),2024-01-09 23:00:00,97.1,36.5,26.1,36.7,24.8,0.4,,-0.3,-0.3,8.2,,100.0,,,,3.0
119,수원(농),2024-01-10 00:00:00,96.4,36.3,26.1,36.5,25.1,0.1,,-0.3,-1.3,8.1,,100.0,,,,0.0
119,수원(농),2024-01-10 01:00:00,93.8,36.4,26.4,36.1,25.3,-0.4,,-0.5,-3.4,8.1,,100.0,,,,0.0
119,수원(농),2024-01-10 02:00:00,89.8,36.9,26.0,36.3,24.6,-1.4,,-0.6,-5.6,8.1,,100.0,,,,0.0
119,수원(농),2024-01-10 03:00:00,91.3,36.7,26.0,35.9,24.5,-1.6,,-0.6,-3.2,8.1,,100.0,,,,0.0
119,수원(농),2024-01-10 04:00:00,90.7,36.4,26.1,35.9,24.4,-1.7,,-0.6,-3.8,8.1,,100.0,,,,0.0
119,수원(농),2024-01-10 05:00:00,92.0,36.7,26.2,36.1,24.3,-2.5,,-0.8,-7.3,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 06:00:00,92.7,36.1,25.9,35.7,24.0,-3.0,,-0.8,-6.8,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 07:00:00,94.3,36.5,25.9,36.2,24.1,-3.4,,-0.9,-6.1,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 08:00:00,91.5,36.1,25.7,35.3,23.4,-2.5,,-0.7,-3.5,8.0,,,,,,0.0
119,수원(농),2024-01-10 09:00:00,87.6,36.4,25.8,36.3,24.0,-2.3,,-0.6,-2.1,8.1,,,,,,0.0
119,수원(농),2024-01-10 10:00:00,85.7,36.3,25.9,36.2,23.9,-1.7,,-0.5,-0.8,8.1,,,,,,0.0
119,수원(농),2024-01-10 11:00:00,81.8,36.9,26.1,36.3,24.0,-1.2,,-0.4,-0.2,8.1,,,,,,0.0
119,수원(농),2024-01-10 12:00:00,78.1,36.8,26.1,35.9,23.9,-0.5,,-0.3,2.0,8.2,,,,,,0.0
119,수원(농),2024-01-10 13:00:00,73.8,36.6,26.1,36.3,23.7,0.2,,-0.2,4.6,8.2,,,,,,0.0
119,수원(농),2024-01-10 14:00:00,73.2,36.3,25.9,36.2,23.4,1.2,,-0.1,9.5,8.2,,,,,,0.0
119,수원(농),2024-01-10 15:00:00,71.6,36.5,25.9,35.8,23.7,1.4,,0.0,7.0,8.2,,,,,,0.0
119,수원(농),2024-01-10 16:00:00,72.7,37.8,26.4,36.3,24.0,1.7,,0.0,3.4,8.2,,,,,,0.0
119,수원(농),2024-01-10 17:00:00,76.1,38.3,26.2,35.9,23.7,0.7,,-0.2,-0.7,8.1,,,,,,0.0
119,수원(농),2024-01-10 18:00:00,84.1,39.2,26.9,36.6,23.7,-1.1,,-0.4,-4.6,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 19:00:00,87.1,39.1,26.8,36.8,23.2,-1.8,,-0.6,-7.2,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 20:00:00,89.7,39.1,26.7,36.4,23.7,-2.3,,-0.7,-6.4,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 21:00:00,89.9,39.0,26.7,36.8,23.8,-2.2,,-0.6,-4.4,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 22:00:00,89.6,38.6,26.8,36.9,23.5,-1.5,,-0.5,-2.3,8.0,,100.0,,,,0.0
119,수원(농),2024-01-10 23:00:00,84.6,38.8,26.9,36.9,23.7,-1.0,,-0.6,-1.9,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 00:00:00,84.5,39.2,27.4,37.2,23.7,-1.2,,-0.6,-1.9,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 01:00:00,84.8,38.9,27.3,37.2,23.5,-1.7,,-0.7,-2.2,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 02:00:00,84.6,39.1,27.2,37.2,23.9,-1.9,,-0.8,-2.3,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 03:00:00,82.4,39.2,27.7,37.2,24.4,-2.1,,-0.8,-2.6,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 04:00:00,84.5,38.6,27.2,37.1,24.3,-2.7,,-1.2,-5.2,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 05:00:00,85.0,39.1,27.2,37.2,24.2,-2.7,,-1.1,-3.9,7.9,,100.0,,,,0.0
119,수원(농),2024-01-11 06:00:00,84.7,39.1,27.2,37.7,24.9,-2.5,,-1.1,-3.8,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 07:00:00,85.0,38.2,27.2,37.1,24.5,-2.4,,-1.1,-3.0,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 08:00:00,85.9,38.8,27.2,37.3,25.2,-2.2,,-1.2,-2.8,7.9,,,,,,0.0
119,수원(농),2024-01-11 09:00:00,84.6,38.8,27.5,38.0,25.7,-1.8,,-0.8,-1.3,8.0,,,,,,0.0
119,수원(농),2024-01-11 10:00:00,79.7,38.2,26.5,36.9,25.6,-0.9,,-0.3,1.1,8.0,,,,,,0.0
119,수원(농),2024-01-11 11:00:00,76.7,38.3,26.4,37.3,25.7,0.5,,0.0,4.1,8.0,,,,,,0.0
119,수원(농),2024-01-11 12:00:00,70.4,38.5,26.6,36.8,26.0,1.7,,0.4,6.8,8.1,,,,,,0.0
119,수원(농),2024-01-11 13:00:00,69.5,38.7,27.2,37.2,28.7,2.8,,1.4,9.8,8.1,,,,,,0.0
119,수원(농),2024-01-11 14:00:00,68.7,38.8,27.0,37.2,30.9,3.5,,0.8,6.5,8.1,,,,,,0.0
119,수원(농),2024-01-11 15:00:00,72.2,39.5,27.2,37.3,32.9,3.5,,1.0,5.1,8.0,,,,,,0.0
119,수원(농),2024-01-11 16:00:00,71.5,39.3,27.1,37.4,34.1,3.9,,0.9,4.6,8.1,,,,,,0.0
119,수원(농),2024-01-11 17:00:00,72.8,39.5,27.8,37.8,35.2,3.9,,0.3,2.9,8.0,,,,,,0.0
119,수원(농),2024-01-11 18:00:00,74.5,39.4,27.3,37.8,42.5,3.7,,0.0,1.5,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 19:00:00,77.7,40.0,27.8,38.7,54.2,3.1,,-0.3,-1.4,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 20:00:00,81.3,39.8,27.8,38.3,60.6,2.8,,-0.3,-1.1,8.0,,100.0,,,,0.0
119,수원(농),2024-01-11 21:00:00,83.7,39.7,28.1,38.4,62.5,2.3,,-0.3,-1.5,7.9,,100.0,,,,0.0
119,수원(농),2024-01-11 22:00:00,86.9,39.2,27.5,38.6,61.7,1.9,,-0.3,-1.7,7.9,,100.0,,,,0.0
119,수원(농),2024-01-11 23:00:00,87.3,39.6,28.0,39.2,62.8,1.8,,-0.2,-1.8,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 00:00:00,89.5,39.8,28.3,39.1,62.3,1.4,,-0.2,-0.9,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 01:00:00,89.4,39.8,28.0,39.6,62.5,2.2,,-0.2,-0.3,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 02:00:00,88.3,39.8,28.6,39.9,62.7,1.8,,-0.3,-1.7,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 03:00:00,88.1,39.6,28.2,39.4,62.1,1.1,,-0.4,-5.5,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 04:00:00,92.2,40.2,28.7,40.4,63.3,-0.2,,-0.7,-5.8,7.9,,100.0,,,,0.0
119,수원(농),2024-01-12 05:00:00,90.6,39.8,28.4,40.2,62.2,-0.5,,-1.0,-7.6,7.8,,100.0,,,,0.0
119,수원(농),2024-01-12 06:00:00,92.4,40.0,28.4,40.2,62.7,-1.2,,-1.4,-8.2,7.8,,100.0,,,,0.0
119,수원(농),2024-01-12 07:00:00,93.1,39.6,28.4,40.5,62.1,-1.9,,-1.6,-6.2,7.8,,100.0,,,,0.0
119,수원(농),2024-01-12 08:00:00,92.7,39.4,28.4,40.3,61.7,-2.4,,-1.8,-8.7,7.8,,,,,,0.0
119,수원(농),2024-01-12 09:00:00,92.8,39.5,28.3,39.7,62.7,-0.6,,-0.7,-2.5,7.9,,,,,,0.0
119,수원(농),2024-01-12 10:00:00,68.2,39.4,28.2,39.6,62.6,1.9,,-0.2,2.7,8.0,,,,,,0.0
119,수원(농),2024-01-12 11:00:00,57.5,39.7,28.3,40.3,63.3,2.9,,1.4,4.1,8.0,,,,,,0.0
119,수원(농),2024-01-12 12:00:00,46.7,39.7,28.3,39.8,63.4,4.3,,6.2,14.0,8.1,,,,,,0.0
119,수원(농),2024-01-12 13:00:00,44.9,40.0,28.5,40.0,62.6,4.8,,10.8,18.9,8.0,,,,,,0.0
119,수원(농),2024-01-12 14:00:00,38.5,39.3,28.4,39.5,62.7,5.0,,11.3,15.9,8.0,,,,,,0.0
119,수원(농),2024-01-12 15:00:00,32.4,39.9,28.7,40.2,63.6,4.8,,8.6,10.6,8.0,,,,,,0.0
119,수원(농),2024-01-12 16:00:00,36.5,39.8,28.6,40.3,62.9,3.8,,3.1,5.7,8.0,,,,,,0.0
119,수원(농),2024-01-12 17:00:00,43.7,39.6,28.2,40.0,62.9,2.8,,0.3,1.4,7.9,,,,,,0.0
119,수원(농),2024-01-12 18:00:00,51.4,39.5,28.4,39.7,62.2,1.0,,-0.4,-3.3,7.8,,100.0,,,,0.0
119,수원(농),2024-01-12 19:00:00,55.5,39.1,28.2,39.5,61.9,-0.3,,-1.0,-5.1,7.8,,100.0,,,,0.0
119,수원(농),2024-01-12 20:00:00,59.3,39.6,28.3,39.8,62.5,-1.0,,-1.4,-8.6,7.7,,100.0,,,,0.0
119,수원(농),2024-01-12 21:00:00,66.5,39.2,28.1,39.1,62.4,-1.6,,-1.8,-9.6,7.7,,100.0,,,,0.0
119,수원(농),2024-01-12 22:00:00,68.5,39.1,28.2,39.4,62.6,-1.7,,-2.2,-8.9,7.7,,100.0,,,,0.0
119,수원(농),2024-01-12 23:00:00,67.3,39.1,28.0,39.5,63.0,-2.0,,-2.3,-9.4,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 00:00:00,60.3,38.8,27.7,39.0,63.0,-1.8,,-2.6,-6.5,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 01:00:00,56.3,39.0,27.7,39.5,62.4,-2.2,,-2.9,-8.2,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 02:00:00,49.4,38.2,27.7,38.8,62.6,-2.6,,-3.2,-9.7,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 03:00:00,50.5,38.2,27.6,38.6,62.5,-2.9,,-3.5,-10.4,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 04:00:00,56.1,37.9,27.4,38.4,62.7,-3.4,,-3.7,-11.0,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 05:00:00,62.3,38.0,27.1,39.0,62.8,-4.5,,-4.1,-11.1,7.6,,100.0,,,,0.0
119,수원(농),2024-01-13 06:00:00,62.1,38.1,27.4,38.4,62.9,-4.2,,-4.3,-11.1,7.6,,100.0,,,,0.0
119,수원(농),2024-01-13 07:00:00,69.6,37.4,26.8,38.0,62.9,-5.0,,-4.6,-11.2,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 08:00:00,72.1,36.7,27.0,37.6,63.0,-5.0,,-4.5,-10.9,7.6,,,,,,0.0
119,수원(농),2024-01-13 09:00:00,61.1,36.7,26.5,38.0,62.6,-2.2,,-2.5,-3.4,7.8,,,,,,0.0
119,수원(농),2024-01-13 10:00:00,41.8,36.4,27.0,37.6,62.9,0.7,,-1.4,1.8,7.9,,,,,,0.0
119,수원(농),2024-01-13 11:00:00,34.5,36.7,26.7,37.5,62.1,1.8,,1.7,2.0,7.9,,,,,,0.0
119,수원(농),2024-01-13 12:00:00,32.7,36.6,26.4,37.2,62.2,2.8,,3.1,15.1,7.9,,,,,,0.0
119,수원(농),2024-01-13 13:00:00,27.8,37.1,26.8,37.2,63.5,3.8,,7.6,20.8,8.0,,,,,,0.0
119,수원(농),2024-01-13 14:00:00,24.1,36.7,26.1,36.9,62.4,5.0,,10.2,23.0,8.0,,,,,,0.0
119,수원(농),2024-01-13 15:00:00,21.9,36.5,26.2,36.7,58.7,6.1,,10.1,18.5,8.0,,,,,,0.0
119,수원(농),2024-01-13 16:00:00,24.7,36.8,26.2,37.1,60.3,6.3,,5.6,10.1,8.0,,,,,,0.0
119,수원(농),2024-01-13 17:00:00,28.6,37.2,26.2,36.4,57.5,5.0,,1.4,2.7,7.9,,,,,,0.0
119,수원(농),2024-01-13 18:00:00,37.7,37.0,26.4,36.6,55.3,2.7,,-0.1,-3.7,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 19:00:00,45.6,36.9,26.2,36.3,57.4,0.8,,-0.4,-8.6,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 20:00:00,51.4,36.7,25.9,36.5,54.8,-0.6,,-0.8,-9.6,7.7,,100.0,,,,0.0
119,수원(농),2024-01-13 21:00:00,55.8,36.6,26.1,36.1,53.9,-1.1,,-1.3,-8.3,7.6,,100.0,,,,0.0
119,수원(농),2024-01-13 22:00:00,58.8,36.7,26.1,36.6,53.1,-1.9,,-1.7,-8.8,7.6,,100.0,,,,0.0
119,수원(농),2024-01-13 23:00:00,64.1,36.7,26.1,36.5,47.2,-2.4,,-1.9,-8.4,7.6,,100.0,,,,0.0
119,수원(농),2024-01-14 00:00:00,68.4,36.3,26.1,36.2,43.2,-2.5,,-2.2,-8.7,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 01:00:00,71.3,36.9,26.2,36.1,40.3,-3.2,,-2.3,-9.5,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 02:00:00,78.1,36.3,26.2,36.1,38.6,-3.5,,-2.6,-9.0,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 03:00:00,79.7,36.2,25.9,36.1,36.4,-3.8,,-2.8,-8.7,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 04:00:00,82.0,36.2,26.0,36.0,36.6,-3.7,,-3.0,-8.6,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 05:00:00,81.4,36.1,25.6,35.7,36.2,-3.7,,-3.1,-8.1,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 06:00:00,84.3,35.8,25.9,35.9,34.5,-4.1,,-3.3,-9.8,7.5,,100.0,,,,2.5
119,수원(농),2024-01-14 07:00:00,83.9,35.6,25.6,35.9,33.5,-4.3,,-3.5,-9.3,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 08:00:00,87.7,35.4,25.6,35.6,33.0,-4.5,,-3.3,-7.2,7.6,,,,,,2.5
119,수원(농),2024-01-14 09:00:00,80.8,35.4,25.5,35.5,28.7,-2.1,,-1.7,-2.4,7.7,,,,,,2.5
119,수원(농),2024-01-14 10:00:00,70.3,35.2,25.5,35.5,27.9,0.4,,-0.2,0.7,7.7,,,,,,2.5
119,수원(농),2024-01-14 11:00:00,61.4,35.3,25.9,35.4,26.8,2.0,,-0.2,6.2,7.7,,,,,,2.5
119,수원(농),2024-01-14 12:00:00,57.0,35.4,25.4,35.6,26.0,3.1,,0.0,3.1,7.7,,,,,,2.5
119,수원(농),2024-01-14 13:00:00,75.3,35.1,25.5,35.4,25.6,2.7,,-0.1,1.4,7.7,,,,,,2.5
119,수원(농),2024-01-14 14:00:00,92.1,35.1,25.6,35.1,25.0,1.8,,-0.1,1.5,7.7,,,,,,2.5
119,수원(농),2024-01-14 15:00:00,95.0,35.0,25.3,34.9,24.9,2.2,,-0.1,2.5,7.7,,,,,,2.5
119,수원(농),2024-01-14 16:00:00,96.5,35.8,25.3,34.9,24.5,2.5,,0.0,3.1,7.7,,,,,,2.5
119,수원(농),2024-01-14 17:00:00,92.5,37.4,25.3,35.4,24.7,2.7,,0.0,2.2,7.7,,,,,,2.5
119,수원(농),2024-01-14 18:00:00,88.6,38.0,25.5,34.9,24.4,2.3,,-0.1,1.2,7.7,,,,,,2.5
119,수원(농),2024-01-14 19:00:00,83.5,38.2,25.5,34.8,24.1,1.4,,-0.2,-0.2,7.7,,100.0,,,,2.5
119,수원(농),2024-01-14 20:00:00,82.2,38.6,25.8,35.0,24.1,0.4,,-0.2,-0.9,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 21:00:00,79.9,37.8,25.8,35.3,23.2,-0.3,,-0.2,-1.3,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 22:00:00,75.0,38.4,25.6,35.6,23.2,-0.9,,-0.3,-2.4,7.6,,100.0,,,,2.5
119,수원(농),2024-01-14 23:00:00,72.3,38.0,25.7,35.2,23.1,-2.0,,-0.7,-4.8,7.5,,100.0,,,,2.5
119,수원(농),2024-01-15 00:00:00,68.7,37.9,25.9,35.8,23.0,-2.7,,-1.1,-5.7,7.5,,100.0,,,,0.0
119,수원(농),2024-01-15 01:00:00,67.8,37.7,25.3,34.8,22.8,-3.4,,-1.6,-6.2,7.5,,100.0,,,,0.0
119,수원(농),2024-01-15 02:00:00,64.5,37.3,25.9,35.1,22.7,-4.0,,-2.0,-7.4,7.5,,100.0,,,,0.0
119,수원(농),2024-01-15 03:00:00,62.8,37.4,26.0,35.9,22.9,-4.3,,-2.4,-6.8,7.5,,100.0,,,,0.0
119,수원(농),2024-01-15 04:00:00,60.2,37.5,25.8,35.3,22.9,-4.9,,-2.8,-7.7,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 05:00:00,58.1,36.9,25.8,35.7,23.1,-5.4,,-3.2,-8.4,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 06:00:00,57.9,36.8,25.4,35.2,22.8,-5.8,,-3.5,-9.3,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 07:00:00,56.4,36.3,25.6,35.3,23.1,-6.1,,-3.8,-9.2,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 08:00:00,52.0,36.2,25.7,35.5,23.1,-6.0,,-4.2,-8.7,7.5,,,,,,0.0
119,수원(농),2024-01-15 09:00:00,45.8,35.5,25.5,34.8,23.1,-4.8,,-3.4,-4.4,7.5,,,,,,0.0
119,수원(농),2024-01-15 10:00:00,43.4,35.3,25.0,34.8,23.0,-3.7,,-2.9,-1.1,7.6,,,,,,0.0
119,수원(농),2024-01-15 11:00:00,39.4,35.4,25.5,35.1,23.0,-3.4,,-0.4,-1.9,7.7,,,,,,0.0
119,수원(농),2024-01-15 12:00:00,37.8,35.1,25.3,35.3,23.2,-2.0,,3.2,13.3,7.7,,,,,,0.0
119,수원(농),2024-01-15 13:00:00,33.3,35.3,25.1,34.8,23.1,-1.2,,6.1,14.7,7.7,,,,,,0.0
119,수원(농),2024-01-15 14:00:00,31.5,35.1,24.8,34.5,22.9,0.7,,6.3,15.9,7.7,,,,,,0.0
119,수원(농),2024-01-15 15:00:00,27.4,35.5,25.2,35.3,23.1,0.9,,6.1,11.5,7.7,,,,,,0.0
119,수원(농),2024-01-15 16:00:00,38.4,35.4,25.2,34.9,22.7,1.3,,1.2,3.7,7.7,,,,,,0.0
119,수원(농),2024-01-15 17:00:00,41.5,34.9,25.0,34.5,22.2,0.1,,-0.2,-1.0,7.6,,,,,,0.0
119,수원(농),2024-01-15 18:00:00,48.1,35.3,25.0,34.8,23.0,-1.5,,-0.9,-4.1,7.5,,100.0,,,,0.0
119,수원(농),2024-01-15 19:00:00,50.5,35.4,25.1,34.9,22.5,-2.3,,-1.3,-8.1,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 20:00:00,53.2,35.2,25.2,34.9,22.8,-3.0,,-1.5,-10.1,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 21:00:00,55.7,35.2,25.0,34.8,22.7,-3.4,,-1.9,-9.8,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 22:00:00,51.2,35.2,24.8,34.2,23.0,-3.5,,-2.3,-8.6,7.4,,100.0,,,,0.0
119,수원(농),2024-01-15 23:00:00,52.1,35.0,24.8,34.1,22.4,-4.4,,-2.8,-10.4,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 00:00:00,45.3,34.3,24.5,34.5,22.2,-4.5,,-3.2,-9.3,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 01:00:00,49.5,34.0,24.5,34.2,22.2,-5.1,,-3.6,-10.8,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 02:00:00,61.1,33.6,24.1,33.8,21.9,-6.5,,-4.0,-12.3,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 03:00:00,60.9,33.3,24.0,34.0,22.3,-6.2,,-4.3,-11.1,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 04:00:00,66.3,33.2,23.9,34.0,22.5,-7.1,,-4.6,-12.5,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 05:00:00,72.7,32.5,23.5,33.5,22.2,-7.7,,-4.8,-12.9,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 06:00:00,71.2,31.8,23.3,33.2,22.2,-7.5,,-5.4,-11.2,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 07:00:00,74.6,31.5,24.0,33.4,22.3,-7.8,,-5.3,-12.4,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 08:00:00,76.0,31.0,23.3,33.0,21.9,-7.9,,-5.4,-12.7,7.3,,,,,,0.0
119,수원(농),2024-01-16 09:00:00,66.5,31.0,23.6,32.9,22.3,-4.8,,-3.7,-4.9,7.5,,,,,,0.0
119,수원(농),2024-01-16 10:00:00,43.2,30.1,23.4,32.9,21.8,-2.2,,-2.6,0.7,7.6,,,,,,0.0
119,수원(농),2024-01-16 11:00:00,38.8,30.3,23.2,33.5,22.0,-1.1,,-0.2,-0.3,7.6,,,,,,0.0
119,수원(농),2024-01-16 12:00:00,35.8,29.8,23.5,33.8,22.0,0.6,,3.5,13.5,7.6,,,,,,0.0
119,수원(농),2024-01-16 13:00:00,33.0,29.4,23.3,33.0,21.8,1.2,,1.9,14.5,7.6,,,,,,0.0
119,수원(농),2024-01-16 14:00:00,32.2,28.9,23.0,32.6,21.8,2.3,,4.3,16.4,7.7,,,,,,0.0
119,수원(농),2024-01-16 15:00:00,30.3,29.2,23.4,32.6,21.6,2.1,,2.0,8.5,7.6,,,,,,0.0
119,수원(농),2024-01-16 16:00:00,30.2,29.2,23.5,33.6,21.8,2.6,,0.7,4.7,7.6,,,,,,0.0
119,수원(농),2024-01-16 17:00:00,32.0,29.4,23.1,32.6,21.9,2.2,,-0.2,-0.1,7.5,,,,,,0.0
119,수원(농),2024-01-16 18:00:00,38.0,29.4,23.2,33.0,21.7,0.8,,-0.3,-6.4,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 19:00:00,44.0,29.3,23.6,33.0,21.8,-0.6,,-0.4,-8.0,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 20:00:00,52.4,29.3,23.1,32.8,21.8,-1.6,,-0.7,-8.4,7.4,,100.0,,,,0.0
119,수원(농),2024-01-16 21:00:00,57.7,29.6,23.3,32.9,21.9,-2.3,,-0.9,-9.5,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 22:00:00,65.7,29.4,23.2,32.6,21.4,-2.9,,-1.3,-10.0,7.3,,100.0,,,,0.0
119,수원(농),2024-01-16 23:00:00,70.7,29.3,23.4,32.6,21.4,-3.8,,-1.7,-10.0,7.3,,100.0,,,,0.0
119,수원(농),2024-01-17 00:00:00,72.9,29.9,23.5,32.6,21.5,-4.3,,-2.0,-10.0,7.3,,100.0,,,,10.4
119,수원(농),2024-01-17 01:00:00,78.1,29.6,23.4,32.8,21.4,-4.3,,-1.6,-6.7,7.3,,100.0,,,,10.4
119,수원(농),2024-01-17 02:00:00,80.8,29.0,22.9,32.2,20.9,-3.4,,-1.3,-3.7,7.4,,,,,,10.4
119,수원(농),2024-01-17 03:00:00,69.9,29.3,23.2,32.5,21.1,-2.4,,-1.1,-3.0,7.4,,,,,,10.4
119,수원(농),2024-01-17 04:00:00,69.7,29.1,23.2,32.5,21.0,-1.9,,-1.1,-2.7,7.4,,100.0,,,,10.4
119,수원(농),2024-01-17 05:00:00,69.2,28.9,22.9,32.8,21.1,-1.5,,-1.1,-2.5,7.4,,100.0,,,,10.4
119,수원(농),2024-01-17 06:00:00,72.0,29.1,23.0,33.0,21.1,-1.3,,-1.1,-2.3,7.4,,100.0,,,,10.4
119,수원(농),2024-01-17 07:00:00,64.5,29.0,22.7,32.3,20.6,-0.6,,-1.0,-1.7,7.4,,,,,,10.4
119,수원(농),2024-01-17 08:00:00,64.2,28.9,23.1,32.1,21.2,-0.2,,-0.9,-1.2,7.4,,,,,,10.4
119,수원(농),2024-01-17 09:00:00,64.9,29.2,23.4,32.5,20.6,0.5,,-0.6,0.6,7.4,,,,,,10.4
119,수원(농),2024-01-17 10:00:00,53.6,28.7,23.3,32.5,20.8,1.9,,-0.3,2.6,7.5,,,,,,10.4
